"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"SARDEGNA";"Nuoro";"E";"Raccolta pubblicita' radiotelevisiva";230126;113864;"93703";"46299";"43770";44759;"3606"
"SARDEGNA";"Nuoro";"2";"Rappresentanze sindacali (richiesta minimale)";230126;113864;"93043";"45960";"47947";32463;"9931"
"SARDEGNA";"Nuoro";"1";"Rappresentanze sindacali (richiesta massimale)";230126;113864;"92926";"45916";"39766";41786;"8803"
"SARDEGNA";"Nuoro";"5";"Privatizzazione RAI";230126;113864;"92362";"45636";"40043";42921;"8301"
"VENETO";"Padova";"6";"Autorizzazione al commercio";704050;338663;"496475";"243123";"160126";294152;"34979"
"VENETO";"Padova";"E";"Raccolta pubblicita' radiotelevisiva";704050;338663;"501528";"245884";"224334";257380;"14851"
"VENETO";"Padova";"1";"Rappresentanze sindacali (richiesta massimale)";704050;338663;"495357";"242701";"228566";225805;"33371"
"VENETO";"Padova";"2";"Rappresentanze sindacali (richiesta minimale)";704050;338663;"495000";"242542";"265202";184991;"7468"
"VENETO";"Padova";"3";"Contrattazione pubblico impiego";704050;338663;"495119";"242550";"276217";171345;"39862"
"VENETO";"Padova";"4";"Soggiorno cautelare";704050;338663;"497119";"243590";"347622";108599;"7166"
"VENETO";"Padova";"5";"Privatizzazione RAI";704050;338663;"497821";"243983";"269421";193190;"28971"
"VENETO";"Padova";"8";"Legge elettorale comuni";704050;338663;"497930";"244002";"233729";221888;"35492"
"VENETO";"Padova";"7";"Trattenute contributi sindacali";704050;338663;"496877";"243472";"270902";187008;"32503"
"VENETO";"Padova";"9";"Orari esercizi commerciali";704050;338663;"497035";"243408";"169854";291128;"29800"
"VENETO";"Padova";"D";"Interruzioni pubblicitarie";704050;338663;"501788";"245949";"229394";254772;"13330"
"VENETO";"Padova";"A";"Concessioni televisive nazionali";704050;338663;"501782";"245969";"218913";264096;"13766"
"SICILIA";"Palermo";"A";"Concessioni televisive nazionali";1041584;502760;"531679";"271612";"134622";351254;"20962"
"SICILIA";"Palermo";"8";"Legge elettorale comuni";1041584;502760;"528980";"270141";"221956";213818;"63751"
"SICILIA";"Palermo";"6";"Autorizzazione al commercio";1041584;502760;"528675";"270046";"173196";260005;"63684"
"SICILIA";"Palermo";"5";"Privatizzazione RAI";1041584;502760;"528420";"269944";"198209";244244;"56282"
"SICILIA";"Palermo";"4";"Soggiorno cautelare";1041584;502760;"527251";"269362";"185893";247238;"63154"
"SICILIA";"Palermo";"3";"Contrattazione pubblico impiego";1041584;502760;"528210";"269802";"250111";179811;"67188"
"SICILIA";"Palermo";"7";"Trattenute contributi sindacali";1041584;502760;"528830";"270195";"255289";184744;"58937"
"SICILIA";"Palermo";"1";"Rappresentanze sindacali (richiesta massimale)";1041584;502760;"528733";"270020";"230769";205741;"62600"
"SICILIA";"Palermo";"2";"Rappresentanze sindacali (richiesta minimale)";1041584;502760;"528092";"269843";"240772";189952;"65018"
"SICILIA";"Palermo";"9";"Orari esercizi commerciali";1041584;502760;"529256";"270281";"174937";273774;"51105"
"SICILIA";"Palermo";"D";"Interruzioni pubblicitarie";1041584;502760;"532054";"271633";"139844";347370;"19477"
"SICILIA";"Palermo";"E";"Raccolta pubblicita' radiotelevisiva";1041584;502760;"531983";"271787";"135760";349253;"19849"
"EMILIA ROMAGNA";"Parma";"5";"Privatizzazione RAI";347559;166118;"224501";"110893";"121986";82152;"17253"
"EMILIA ROMAGNA";"Parma";"D";"Interruzioni pubblicitarie";347559;166118;"228157";"112589";"113986";105704;"6470"
"EMILIA ROMAGNA";"Parma";"7";"Trattenute contributi sindacali";347559;166118;"224116";"110741";"105259";96414;"19155"
"EMILIA ROMAGNA";"Parma";"A";"Concessioni televisive nazionali";347559;166118;"228205";"112590";"111482";107494;"6669"
"EMILIA ROMAGNA";"Parma";"6";"Autorizzazione al commercio";347559;166118;"223619";"110353";"64035";133970;"21951"
"EMILIA ROMAGNA";"Parma";"E";"Raccolta pubblicita' radiotelevisiva";347559;166118;"227993";"112495";"111608";106738;"7341"
"EMILIA ROMAGNA";"Parma";"4";"Soggiorno cautelare";347559;166118;"223692";"110520";"133568";60418;"25856"
"EMILIA ROMAGNA";"Parma";"3";"Contrattazione pubblico impiego";347559;166118;"223061";"110141";"134782";60815;"23590"
"EMILIA ROMAGNA";"Parma";"2";"Rappresentanze sindacali (richiesta minimale)";347559;166118;"223151";"110217";"130053";67002;"22252"
"EMILIA ROMAGNA";"Parma";"1";"Rappresentanze sindacali (richiesta massimale)";347559;166118;"223386";"110362";"91777";107829;"20031"
"EMILIA ROMAGNA";"Parma";"8";"Legge elettorale comuni";347559;166118;"224111";"110711";"94419";104657;"21522"
"EMILIA ROMAGNA";"Parma";"9";"Orari esercizi commerciali";347559;166118;"223867";"110490";"68645";132989;"18992"
"LOMBARDIA";"Pavia";"E";"Raccolta pubblicita' radiotelevisiva";422233;199939;"295795";"145071";"109238";173068;"10153"
"LOMBARDIA";"Pavia";"1";"Rappresentanze sindacali (richiesta massimale)";422233;199939;"291110";"142686";"136740";115230;"33311"
"LOMBARDIA";"Pavia";"2";"Rappresentanze sindacali (richiesta minimale)";422233;199939;"290790";"142549";"163137";85985;"36061"
"LOMBARDIA";"Pavia";"3";"Contrattazione pubblico impiego";422233;199939;"291015";"142673";"168171";79815;"37117"
"LOMBARDIA";"Pavia";"4";"Soggiorno cautelare";422233;199939;"291493";"142955";"175319";65954;"39217"
"LOMBARDIA";"Pavia";"5";"Privatizzazione RAI";422233;199939;"292175";"143463";"155803";102173;"29187"
"LOMBARDIA";"Pavia";"6";"Autorizzazione al commercio";422233;199939;"291269";"142844";"91358";158656;"35667"
"LOMBARDIA";"Pavia";"A";"Concessioni televisive nazionali";422233;199939;"295967";"145175";"106786";176068;"9818"
"LOMBARDIA";"Pavia";"D";"Interruzioni pubblicitarie";422233;199939;"295781";"144979";"110854";172720;"9387"
"LOMBARDIA";"Pavia";"7";"Trattenute contributi sindacali";422233;199939;"291837";"144019";"154771";99946;"32167"
"LOMBARDIA";"Pavia";"9";"Orari esercizi commerciali";422233;199939;"291588";"142924";"101816";153993;"31055"
"LOMBARDIA";"Pavia";"8";"Legge elettorale comuni";422233;199939;"291837";"144019";"137357";113188;"36036"
"UMBRIA";"Perugia";"9";"Orari esercizi commerciali";508578;244811;"316556";"160603";"93892";193023;"23104"
"UMBRIA";"Perugia";"D";"Interruzioni pubblicitarie";508578;244811;"319744";"161591";"152329";155517;"8531"
"UMBRIA";"Perugia";"7";"Trattenute contributi sindacali";508578;244811;"315144";"159228";"142838";140788;"25927"
"UMBRIA";"Perugia";"A";"Concessioni televisive nazionali";508578;244811;"319755";"161606";"149232";157693;"8814"
"UMBRIA";"Perugia";"8";"Legge elettorale comuni";508578;244811;"315470";"159420";"124495";156268;"28525"
"UMBRIA";"Perugia";"6";"Autorizzazione al commercio";508578;244811;"314939";"159011";"88712";192641;"27546"
"UMBRIA";"Perugia";"4";"Soggiorno cautelare";508578;244811;"314481";"158919";"160892";97593;"48539"
"UMBRIA";"Perugia";"3";"Contrattazione pubblico impiego";508578;244811;"314556";"158928";"188566";89114;"30385"
"UMBRIA";"Perugia";"2";"Rappresentanze sindacali (richiesta minimale)";508578;244811;"314513";"158930";"183490";95172;"29460"
"UMBRIA";"Perugia";"1";"Rappresentanze sindacali (richiesta massimale)";508578;244811;"314808";"159006";"129114";152216;"26938"
"UMBRIA";"Perugia";"5";"Privatizzazione RAI";508578;244811;"315420";"159396";"158072";128104;"23892"
"UMBRIA";"Perugia";"E";"Raccolta pubblicita' radiotelevisiva";508578;244811;"318958";"161199";"150513";156058;"9203"
"MARCHE";"Pesaro e Urbino";"1";"Rappresentanze sindacali (richiesta massimale)";298266;145124;"184082";"92648";"67247";96583;"16336"
"MARCHE";"Pesaro e Urbino";"D";"Interruzioni pubblicitarie";298266;145124;"186472";"93890";"95084";83516;"5955"
"MARCHE";"Pesaro e Urbino";"7";"Trattenute contributi sindacali";298266;145124;"184436";"92845";"79152";86124;"16096"
"MARCHE";"Pesaro e Urbino";"8";"Legge elettorale comuni";298266;145124;"184433";"92812";"67772";94491;"18889"
"MARCHE";"Pesaro e Urbino";"6";"Autorizzazione al commercio";298266;145124;"184441";"92735";"46660";109008;"17294"
"MARCHE";"Pesaro e Urbino";"5";"Privatizzazione RAI";298266;145124;"184578";"92911";"99611";67199;"14861"
"MARCHE";"Pesaro e Urbino";"4";"Soggiorno cautelare";298266;145124;"184059";"92593";"101370";54073;"24404"
"MARCHE";"Pesaro e Urbino";"2";"Rappresentanze sindacali (richiesta minimale)";298266;145124;"183942";"92569";"108075";53840;"18322"
"MARCHE";"Pesaro e Urbino";"E";"Raccolta pubblicita' radiotelevisiva";298266;145124;"186432";"93857";"93851";83817;"6401"
"MARCHE";"Pesaro e Urbino";"9";"Orari esercizi commerciali";298266;145124;"184587";"92851";"51219";115718;"14625"
"MARCHE";"Pesaro e Urbino";"3";"Contrattazione pubblico impiego";298266;145124;"183934";"92553";"112223";49206;"18968"
"MARCHE";"Pesaro e Urbino";"A";"Concessioni televisive nazionali";298266;145124;"186537";"93897";"92677";85705;"6013"
"ABRUZZI";"Pescara";"8";"Legge elettorale comuni";268659;130490;"141699";"71065";"66826";56310;"15564"
"ABRUZZI";"Pescara";"E";"Raccolta pubblicita' radiotelevisiva";268659;130490;"144021";"72164";"54110";83411;"4375"
"ABRUZZI";"Pescara";"D";"Interruzioni pubblicitarie";268659;130490;"144063";"72177";"55046";82922;"4176"
"ABRUZZI";"Pescara";"9";"Orari esercizi commerciali";268659;130490;"141677";"70971";"48690";76884;"13237"
"ABRUZZI";"Pescara";"7";"Trattenute contributi sindacali";268659;130490;"141634";"71034";"72975";50445;"15012"
"ABRUZZI";"Pescara";"A";"Concessioni televisive nazionali";268659;130490;"144060";"72186";"53872";83864;"4308"
"ABRUZZI";"Pescara";"1";"Rappresentanze sindacali (richiesta massimale)";268659;130490;"141378";"70892";"66715";56035;"15066"
"ABRUZZI";"Pescara";"2";"Rappresentanze sindacali (richiesta minimale)";268659;130490;"141296";"70851";"76220";48751;"16754"
"ABRUZZI";"Pescara";"3";"Contrattazione pubblico impiego";268659;130490;"141308";"70854";"79291";41449;"17086"
"ABRUZZI";"Pescara";"4";"Soggiorno cautelare";268659;130490;"141223";"70762";"71097";49046;"17525"
"ABRUZZI";"Pescara";"6";"Autorizzazione al commercio";268659;130490;"141417";"70845";"46192";75787;"16161"
"ABRUZZI";"Pescara";"5";"Privatizzazione RAI";268659;130490;"141706";"71045";"61122";63552;"13921"
"EMILIA ROMAGNA";"Piacenza";"9";"Orari esercizi commerciali";238523;114511;"156522";"77328";"53347";85275;"14972"
"EMILIA ROMAGNA";"Piacenza";"5";"Privatizzazione RAI";238523;114511;"156589";"77439";"84142";55543;"14251"
"EMILIA ROMAGNA";"Piacenza";"8";"Legge elettorale comuni";238523;114511;"156482";"77507";"74591";61857;"17162"
"EMILIA ROMAGNA";"Piacenza";"3";"Contrattazione pubblico impiego";238523;114511;"155955";"77122";"90840";44082;"17958"
"EMILIA ROMAGNA";"Piacenza";"2";"Rappresentanze sindacali (richiesta minimale)";238523;114511;"155862";"77146";"87623";47831;"13505"
"EMILIA ROMAGNA";"Piacenza";"7";"Trattenute contributi sindacali";238523;114511;"156407";"77407";"82632";55972;"15153"
"EMILIA ROMAGNA";"Piacenza";"6";"Autorizzazione al commercio";238523;114511;"156036";"77130";"50462";85168;"17234"
"EMILIA ROMAGNA";"Piacenza";"4";"Soggiorno cautelare";238523;114511;"156211";"77276";"95441";39771;"17993"
"EMILIA ROMAGNA";"Piacenza";"1";"Rappresentanze sindacali (richiesta massimale)";238523;114511;"156027";"77199";"73232";63922;"15699"
"EMILIA ROMAGNA";"Piacenza";"D";"Interruzioni pubblicitarie";238523;114511;"158473";"78465";"66282";84872;"5608"
"EMILIA ROMAGNA";"Piacenza";"A";"Concessioni televisive nazionali";238523;114511;"158495";"72312";"64951";85966;"5548"
"EMILIA ROMAGNA";"Piacenza";"E";"Raccolta pubblicita' radiotelevisiva";238523;114511;"158605";"78429";"65156";85249;"5907"
"TOSCANA";"Pisa";"4";"Soggiorno cautelare";327132;155973;"213195";"105992";"119617";57648;"32155"
"TOSCANA";"Pisa";"7";"Trattenute contributi sindacali";327132;155973;"214365";"106581";"90067";102594;"18722"
"TOSCANA";"Pisa";"A";"Concessioni televisive nazionali";327132;155973;"218669";"108743";"116955";93443;"6137"
"TOSCANA";"Pisa";"E";"Raccolta pubblicita' radiotelevisiva";327132;155973;"218515";"108647";"118098";91637;"6768"
"TOSCANA";"Pisa";"8";"Legge elettorale comuni";327132;155973;"214771";"106764";"74183";117541;"19881"
"TOSCANA";"Pisa";"5";"Privatizzazione RAI";327132;155973;"215094";"106891";"115896";80979;"15507"
"TOSCANA";"Pisa";"3";"Contrattazione pubblico impiego";327132;155973;"213367";"106033";"139277";49465;"21217"
"TOSCANA";"Pisa";"2";"Rappresentanze sindacali (richiesta minimale)";327132;155973;"213444";"106076";"135313";54018;"20654"
"TOSCANA";"Pisa";"1";"Rappresentanze sindacali (richiesta massimale)";327132;155973;"213645";"106180";"85946";105288;"18910"
"TOSCANA";"Pisa";"D";"Interruzioni pubblicitarie";327132;155973;"218595";"108705";"120118";90829;"5985"
"TOSCANA";"Pisa";"9";"Orari esercizi commerciali";327132;155973;"213956";"106245";"62217";132086;"16869"
"TOSCANA";"Pisa";"6";"Autorizzazione al commercio";327132;155973;"213762";"106165";"55398";136021;"19327"
"TOSCANA";"Pistoia";"7";"Trattenute contributi sindacali";230494;109643;"145561";"71727";"65383";65339;"12345"
"TOSCANA";"Pistoia";"4";"Soggiorno cautelare";230494;109643;"145231";"71567";"85628";39979;"16702"
"TOSCANA";"Pistoia";"5";"Privatizzazione RAI";230494;109643;"145769";"71965";"77280";55359;"10763"
"TOSCANA";"Pistoia";"6";"Autorizzazione al commercio";230494;109643;"145214";"71530";"40447";88793;"13358"
"TOSCANA";"Pistoia";"1";"Rappresentanze sindacali (richiesta massimale)";230494;109643;"145147";"71541";"58172";71033;"12979"
"TOSCANA";"Pistoia";"8";"Legge elettorale comuni";230494;109643;"145682";"71812";"56053";73783;"13238"
"TOSCANA";"Pistoia";"A";"Concessioni televisive nazionali";230494;109643;"148062";"72973";"74398";68157;"3894"
"TOSCANA";"Pistoia";"9";"Orari esercizi commerciali";230494;109643;"145386";"71588";"43940";87576;"11565"
"TOSCANA";"Pistoia";"E";"Raccolta pubblicita' radiotelevisiva";230494;109643;"147989";"72933";"75130";66985;"4158"
"TOSCANA";"Pistoia";"D";"Interruzioni pubblicitarie";230494;109643;"148031";"72952";"76297";66518;"3693"
"TOSCANA";"Pistoia";"2";"Rappresentanze sindacali (richiesta minimale)";230494;109643;"144955";"71459";"88702";39292;"14282"
"TOSCANA";"Pistoia";"3";"Contrattazione pubblico impiego";230494;109643;"145033";"71478";"90638";36934;"14643"
"BASILICATA";"Potenza";"8";"Legge elettorale comuni";348288;171730;"130414";"68254";"50002";54415;"21108"
"BASILICATA";"Potenza";"1";"Rappresentanze sindacali (richiesta massimale)";348288;171730;"130666";"68405";"50390";55829;"19284"
"BASILICATA";"Potenza";"3";"Contrattazione pubblico impiego";348288;171730;"131421";"68960";"58031";45312;"21888"
"BASILICATA";"Potenza";"A";"Concessioni televisive nazionali";348288;171730;"132145";"69216";"48262";70024;"10182"
"BASILICATA";"Potenza";"E";"Raccolta pubblicita' radiotelevisiva";348288;171730;"132341";"69352";"48167";70334;"9837"
"BASILICATA";"Potenza";"D";"Interruzioni pubblicitarie";348288;171730;"132145";"69210";"49671";69219;"9864"
"BASILICATA";"Potenza";"9";"Orari esercizi commerciali";348288;171730;"130890";"68479";"43023";64971;"18520"
"BASILICATA";"Potenza";"2";"Rappresentanze sindacali (richiesta minimale)";348288;171730;"130917";"68428";"56043";48086;"21228"
"BASILICATA";"Potenza";"7";"Trattenute contributi sindacali";348288;171730;"130603";"68256";"57360";48982;"19739"
"BASILICATA";"Potenza";"6";"Autorizzazione al commercio";348288;171730;"130810";"68367";"42102";62942;"20664"
"BASILICATA";"Potenza";"5";"Privatizzazione RAI";348288;171730;"131219";"68650";"48470";58828;"18874"
"BASILICATA";"Potenza";"4";"Soggiorno cautelare";348288;171730;"130138";"68028";"52338";50831;"22071"
"SICILIA";"Ragusa";"D";"Interruzioni pubblicitarie";239432;115992;"124190";"62402";"38365";76328;"6434"
"SICILIA";"Ragusa";"1";"Rappresentanze sindacali (richiesta massimale)";239432;115992;"123320";"61987";"48562";49765;"19292"
"SICILIA";"Ragusa";"E";"Raccolta pubblicita' radiotelevisiva";239432;115992;"124183";"62398";"36898";77221;"6639"
"SICILIA";"Ragusa";"9";"Orari esercizi commerciali";239432;115992;"123426";"62047";"38028";63158;"17699"
"SICILIA";"Ragusa";"7";"Trattenute contributi sindacali";239432;115992;"123248";"61902";"53813";45126;"19386"
"SICILIA";"Ragusa";"8";"Legge elettorale comuni";239432;115992;"123366";"61908";"46772";51184;"20421"
"SICILIA";"Ragusa";"6";"Autorizzazione al commercio";239432;115992;"123214";"61865";"36584";60539;"20951"
"SICILIA";"Ragusa";"A";"Concessioni televisive nazionali";239432;115992;"124292";"62507";"37171";76817;"6835"
"SICILIA";"Ragusa";"2";"Rappresentanze sindacali (richiesta minimale)";239432;115992;"123184";"61869";"52264";44038;"21468"
"SICILIA";"Ragusa";"4";"Soggiorno cautelare";239432;115992;"123144";"61828";"47228";49129;"21557"
"SICILIA";"Ragusa";"5";"Privatizzazione RAI";239432;115992;"123304";"61933";"44091";55566;"18844"
"SICILIA";"Ragusa";"3";"Contrattazione pubblico impiego";239432;115992;"123183";"61865";"53982";41906;"21908"
"EMILIA ROMAGNA";"Ravenna";"2";"Rappresentanze sindacali (richiesta minimale)";306407;146790;"216116";"105760";"139526";56474;"16955"
"EMILIA ROMAGNA";"Ravenna";"D";"Interruzioni pubblicitarie";306407;146790;"220207";"107892";"130835";82643;"5060"
"EMILIA ROMAGNA";"Ravenna";"7";"Trattenute contributi sindacali";306407;146790;"216884";"106119";"81731";116908;"15702"
"EMILIA ROMAGNA";"Ravenna";"8";"Legge elettorale comuni";306407;146790;"217004";"106249";"68335";128317;"17301"
"EMILIA ROMAGNA";"Ravenna";"6";"Autorizzazione al commercio";306407;146790;"216445";"105746";"52039";144499;"17151"
"EMILIA ROMAGNA";"Ravenna";"5";"Privatizzazione RAI";306407;146790;"217583";"106495";"136643";65591;"13233"
"EMILIA ROMAGNA";"Ravenna";"E";"Raccolta pubblicita' radiotelevisiva";306407;146790;"220296";"107902";"129044";83540;"5798"
"EMILIA ROMAGNA";"Ravenna";"3";"Contrattazione pubblico impiego";306407;146790;"216147";"105775";"143758";51757;"17576"
"EMILIA ROMAGNA";"Ravenna";"9";"Orari esercizi commerciali";306407;146790;"216905";"106115";"57978";141839;"15101"
"EMILIA ROMAGNA";"Ravenna";"1";"Rappresentanze sindacali (richiesta massimale)";306407;146790;"216288";"105903";"71683";124973;"16121"
"EMILIA ROMAGNA";"Ravenna";"4";"Soggiorno cautelare";306407;146790;"216481";"105934";"128236";49010;"35326"
"EMILIA ROMAGNA";"Ravenna";"A";"Concessioni televisive nazionali";306407;146790;"220283";"107888";"128719";84424;"5196"
"CALABRIA";"Reggio Calabria";"7";"Trattenute contributi sindacali";508962;246421;"192952";"100454";"88177";69810;"28263"
"CALABRIA";"Reggio Calabria";"E";"Raccolta pubblicita' radiotelevisiva";508962;246421;"195027";"101518";"54901";125535;"9902"
"CALABRIA";"Reggio Calabria";"D";"Interruzioni pubblicitarie";508962;246421;"195044";"101505";"57166";123628;"9545"
"CALABRIA";"Reggio Calabria";"8";"Legge elettorale comuni";508962;246421;"192870";"100365";"77702";78411;"29424"
"CALABRIA";"Reggio Calabria";"9";"Orari esercizi commerciali";508962;246421;"193173";"100489";"61521";99094;"26074"
"CALABRIA";"Reggio Calabria";"A";"Concessioni televisive nazionali";508962;246421;"195125";"101582";"54882";125225;"9647"
"CALABRIA";"Reggio Calabria";"1";"Rappresentanze sindacali (richiesta massimale)";508962;246421;"192649";"100284";"79864";76834;"28823"
"CALABRIA";"Reggio Calabria";"2";"Rappresentanze sindacali (richiesta minimale)";508962;246421;"192873";"100440";"86267";68241;"31229"
"CALABRIA";"Reggio Calabria";"3";"Contrattazione pubblico impiego";508962;246421;"193804";"100812";"88409";65494;"31625"
"CALABRIA";"Reggio Calabria";"4";"Soggiorno cautelare";508962;246421;"192768";"100349";"72121";83181;"30416"
"CALABRIA";"Reggio Calabria";"5";"Privatizzazione RAI";508962;246421;"192266";"100077";"64188";95102;"27231"
"CALABRIA";"Reggio Calabria";"6";"Autorizzazione al commercio";508962;246421;"192824";"100316";"58669";96759;"29515"
"EMILIA ROMAGNA";"Reggio Emilia";"6";"Autorizzazione al commercio";358136;172602;"256645";"126151";"56937";179379;"17956"
"EMILIA ROMAGNA";"Reggio Emilia";"E";"Raccolta pubblicita' radiotelevisiva";358136;172602;"260100";"128095";"161090";90014;"7268"
"EMILIA ROMAGNA";"Reggio Emilia";"D";"Interruzioni pubblicitarie";358136;172602;"260178";"128180";"165140";87230;"6314"
"EMILIA ROMAGNA";"Reggio Emilia";"7";"Trattenute contributi sindacali";358136;172602;"257245";"126544";"88515";150545;"15922"
"EMILIA ROMAGNA";"Reggio Emilia";"8";"Legge elettorale comuni";358136;172602;"257197";"126562";"77047";158392;"19224"
"EMILIA ROMAGNA";"Reggio Emilia";"9";"Orari esercizi commerciali";358136;172602;"257073";"126405";"61739";177154;"15921"
"EMILIA ROMAGNA";"Reggio Emilia";"4";"Soggiorno cautelare";358136;172602;"256603";"126406";"169137";59000;"25159"
"EMILIA ROMAGNA";"Reggio Emilia";"3";"Contrattazione pubblico impiego";358136;172602;"256530";"126144";"172771";61326;"19648"
"EMILIA ROMAGNA";"Reggio Emilia";"2";"Rappresentanze sindacali (richiesta minimale)";358136;172602;"256528";"126269";"166271";68770;"18645"
"EMILIA ROMAGNA";"Reggio Emilia";"1";"Rappresentanze sindacali (richiesta massimale)";358136;172602;"256620";"126236";"77806";159758;"16223"
"EMILIA ROMAGNA";"Reggio Emilia";"5";"Privatizzazione RAI";358136;172602;"257604";"126849";"169439";71351;"14632"
"EMILIA ROMAGNA";"Reggio Emilia";"A";"Concessioni televisive nazionali";358136;172602;"260262";"128204";"161143";90807;"6487"
"LAZIO";"Rieti";"D";"Interruzioni pubblicitarie";124009;59686;"71636";"35963";"25506";42041;"3042"
"LAZIO";"Rieti";"7";"Trattenute contributi sindacali";124009;59686;"70367";"35334";"33512";26644;"8247"
"LAZIO";"Rieti";"A";"Concessioni televisive nazionali";124009;59686;"71661";"35981";"25380";41743;"3140"
"LAZIO";"Rieti";"8";"Legge elettorale comuni";124009;59686;"70416";"35354";"30170";29503;"8651"
"LAZIO";"Rieti";"6";"Autorizzazione al commercio";124009;59686;"70248";"35242";"20752";38487;"8948"
"LAZIO";"Rieti";"5";"Privatizzazione RAI";124009;59686;"70423";"35341";"27869";32905;"7790"
"LAZIO";"Rieti";"4";"Soggiorno cautelare";124009;59686;"70117";"35191";"32972";24958;"9813"
"LAZIO";"Rieti";"3";"Contrattazione pubblico impiego";124009;59686;"70139";"35192";"37538";21178;"9142"
"LAZIO";"Rieti";"1";"Rappresentanze sindacali (richiesta massimale)";124009;59686;"70253";"35289";"30781";28973;"8146"
"LAZIO";"Rieti";"9";"Orari esercizi commerciali";124009;59686;"70277";"35236";"21400";39159;"7748"
"LAZIO";"Rieti";"E";"Raccolta pubblicita' radiotelevisiva";124009;59686;"71632";"35981";"24977";42190;"3083"
"LAZIO";"Rieti";"2";"Rappresentanze sindacali (richiesta minimale)";124009;59686;"70120";"35169";"36066";22911;"9129"
"LAZIO";"Roma";"3";"Contrattazione pubblico impiego";3193917;1526249;"1927443";"944865";"1253714";510548;"48131"
"LAZIO";"Roma";"7";"Trattenute contributi sindacali";3193917;1526249;"1938537";"950235";"1092697";705743;"41555"
"LAZIO";"Roma";"2";"Rappresentanze sindacali (richiesta minimale)";3193917;1526249;"1931200";"946947";"1205441";561491;"47120"
"LAZIO";"Roma";"E";"Raccolta pubblicita' radiotelevisiva";3193917;1526249;"1980806";"971530";"835536";1090355;"11925"
"LAZIO";"Roma";"9";"Orari esercizi commerciali";3193917;1526249;"1937690";"949321";"675385";1135677;"38574"
"LAZIO";"Roma";"A";"Concessioni televisive nazionali";3193917;1526249;"1948782";"971501";"825614";1114940;"11567"
"LAZIO";"Roma";"8";"Legge elettorale comuni";3193917;1526249;"1946808";"954170";"930248";868700;"42808"
"LAZIO";"Roma";"6";"Autorizzazione al commercio";3193917;1526249;"1932909";"947032";"642564";1132523;"45973"
"LAZIO";"Roma";"5";"Privatizzazione RAI";3193917;1526249;"1932262";"946564";"916512";902856;"38217"
"LAZIO";"Roma";"4";"Soggiorno cautelare";3193917;1526249;"1926545";"944038";"980532";764732;"53075"
"LAZIO";"Roma";"1";"Rappresentanze sindacali (richiesta massimale)";3193917;1526249;"1929913";"946012";"1007883";773862;"42199"
"LAZIO";"Roma";"D";"Interruzioni pubblicitarie";3193917;1526249;"1984009";"971178";"846377";1099088;"11069"
"VENETO";"Rovigo";"9";"Orari esercizi commerciali";210258;100721;"144816";"71580";"46789";82516;"13584"
"VENETO";"Rovigo";"6";"Autorizzazione al commercio";210258;100721;"144660";"71519";"44288";82990;"15130"
"VENETO";"Rovigo";"E";"Raccolta pubblicita' radiotelevisiva";210258;100721;"145906";"72183";"61297";76548;"6551"
"VENETO";"Rovigo";"D";"Interruzioni pubblicitarie";210258;100721;"145957";"72201";"62902";75516;"6142"
"VENETO";"Rovigo";"8";"Legge elettorale comuni";210258;100721;"144764";"71541";"63480";63026;"16162"
"VENETO";"Rovigo";"7";"Trattenute contributi sindacali";210258;100721;"144779";"71599";"70304";58417;"14114"
"VENETO";"Rovigo";"4";"Soggiorno cautelare";210258;100721;"144857";"71631";"91850";34427;"16358"
"VENETO";"Rovigo";"3";"Contrattazione pubblico impiego";210258;100721;"144435";"71421";"78461";47641;"16238"
"VENETO";"Rovigo";"2";"Rappresentanze sindacali (richiesta minimale)";210258;100721;"144451";"71413";"74667";52312;"15158"
"VENETO";"Rovigo";"1";"Rappresentanze sindacali (richiesta massimale)";210258;100721;"144507";"71467";"61878";66702;"13476"
"VENETO";"Rovigo";"5";"Privatizzazione RAI";210258;100721;"144841";"71628";"71934";57663;"13355"
"VENETO";"Rovigo";"A";"Concessioni televisive nazionali";210258;100721;"145977";"72220";"60416";77616;"6360"
"CAMPANIA";"Salerno";"9";"Orari esercizi commerciali";883969;429606;"410924";"206813";"138469";212801;"50175"
"CAMPANIA";"Salerno";"D";"Interruzioni pubblicitarie";883969;429606;"414774";"208932";"127914";258299;"19651"
"CAMPANIA";"Salerno";"E";"Raccolta pubblicita' radiotelevisiva";883969;429606;"414492";"208654";"125471";259612;"20939"
"CAMPANIA";"Salerno";"A";"Concessioni televisive nazionali";883969;429606;"415010";"208929";"125124";259258;"22340"
"CAMPANIA";"Salerno";"8";"Legge elettorale comuni";883969;429606;"410833";"207013";"174096";169625;"57879"
"CAMPANIA";"Salerno";"6";"Autorizzazione al commercio";883969;429606;"410923";"206841";"135115";206024;"59557"
"CAMPANIA";"Salerno";"5";"Privatizzazione RAI";883969;429606;"413006";"206903";"147909";200316;"53584"
"CAMPANIA";"Salerno";"3";"Contrattazione pubblico impiego";883969;429606;"410672";"206658";"189673";147456;"65850"
"CAMPANIA";"Salerno";"2";"Rappresentanze sindacali (richiesta minimale)";883969;429606;"410670";"206727";"182819";154804;"61208"
