"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"FRIULI V.GIULIA";"Trieste";"E";"Raccolta pubblicita' radiotelevisiva";227735;105005;"143374";"68001";"53076";86345;"2637"
"FRIULI V.GIULIA";"Trieste";"3";"Contrattazione pubblico impiego";227735;105005;"140150";"66554";"88463";39108;"9870"
"FRIULI V.GIULIA";"Trieste";"4";"Soggiorno cautelare";227735;105005;"140579";"66679";"88303";40336;"9191"
"FRIULI V.GIULIA";"Trieste";"6";"Autorizzazione al commercio";227735;105005;"140557";"66695";"51037";78207;"8829"
"FRIULI V.GIULIA";"Trieste";"8";"Legge elettorale comuni";227735;105005;"140885";"66877";"74719";55306;"8762"
"FRIULI V.GIULIA";"Trieste";"A";"Concessioni televisive nazionali";227735;105005;"143646";"68194";"51940";88079;"2326"
"FRIULI V.GIULIA";"Trieste";"7";"Trattenute contributi sindacali";227735;105005;"140915";"66831";"85777";45027;"8054"
"FRIULI V.GIULIA";"Trieste";"9";"Orari esercizi commerciali";227735;105005;"140685";"66724";"57079";74798;"7033"
"FRIULI V.GIULIA";"Trieste";"5";"Privatizzazione RAI";227735;105005;"141576";"67186";"72142";60271;"6875"
"FRIULI V.GIULIA";"Pordenone";"7";"Trattenute contributi sindacali";251985;121611;"144821";"72040";"80072";54059;"8701"
"FRIULI V.GIULIA";"Pordenone";"D";"Interruzioni pubblicitarie";251985;121611;"146631";"72949";"63398";78838;"3170"
"FRIULI V.GIULIA";"Pordenone";"3";"Contrattazione pubblico impiego";251985;121611;"144061";"71663";"77622";52557;"11608"
"FRIULI V.GIULIA";"Pordenone";"4";"Soggiorno cautelare";251985;121611;"144901";"72030";"95411";37474;"9830"
"FRIULI V.GIULIA";"Pordenone";"5";"Privatizzazione RAI";251985;121611;"144953";"72108";"78905";55850;"8319"
"FRIULI V.GIULIA";"Pordenone";"6";"Autorizzazione al commercio";251985;121611;"144573";"71672";"59017";83132;"10301"
"FRIULI V.GIULIA";"Pordenone";"8";"Legge elettorale comuni";251985;121611;"144719";"71971";"73057";59024;"10532"
"FRIULI V.GIULIA";"Pordenone";"9";"Orari esercizi commerciali";251985;121611;"144736";"71936";"60052";74365;"8417"
"FRIULI V.GIULIA";"Pordenone";"A";"Concessioni televisive nazionali";251985;121611;"146674";"72983";"59942";81961;"3318"
"FRIULI V.GIULIA";"Pordenone";"1";"Rappresentanze sindacali (richiesta massimale)";251985;121611;"144305";"71752";"66888";65714;"9436"
"FRIULI V.GIULIA";"Pordenone";"E";"Raccolta pubblicita' radiotelevisiva";251985;121611;"146523";"72903";"60513";80930;"3693"
"FRIULI V.GIULIA";"Pordenone";"2";"Rappresentanze sindacali (richiesta minimale)";251985;121611;"144087";"71657";"73838";57218;"10915"
"MOLISE";"Isernia";"8";"Legge elettorale comuni";90270;44036;"33720";"17506";"14242";12960;"5788"
"MOLISE";"Isernia";"E";"Raccolta pubblicita' radiotelevisiva";90270;44036;"34203";"17756";"10138";21090;"2276"
"MOLISE";"Isernia";"D";"Interruzioni pubblicitarie";90270;44036;"34206";"17758";"10495";20917;"2287"
"MOLISE";"Isernia";"9";"Orari esercizi commerciali";90270;44036;"33738";"17511";"11539";16496;"5001"
"MOLISE";"Isernia";"A";"Concessioni televisive nazionali";90270;44036;"34219";"17768";"10209";21158;"2282"
"MOLISE";"Isernia";"6";"Autorizzazione al commercio";90270;44036;"33713";"17504";"10728";16406;"5794"
"MOLISE";"Isernia";"5";"Privatizzazione RAI";90270;44036;"33762";"17525";"12206";15689;"5153"
"MOLISE";"Isernia";"4";"Soggiorno cautelare";90270;44036;"33677";"17477";"15262";11616;"6120"
"MOLISE";"Isernia";"3";"Contrattazione pubblico impiego";90270;44036;"33690";"17489";"15992";10840;"6188"
"MOLISE";"Isernia";"2";"Rappresentanze sindacali (richiesta minimale)";90270;44036;"33591";"17484";"15177";11712;"5934"
"MOLISE";"Isernia";"1";"Rappresentanze sindacali (richiesta massimale)";90270;44036;"33713";"17506";"14448";12939;"5581"
"MOLISE";"Isernia";"7";"Trattenute contributi sindacali";90270;44036;"33738";"17526";"15706";11925;"5627"
"SARDEGNA";"Oristano";"D";"Interruzioni pubblicitarie";131968;65333;"63418";"31361";"23286";37213;"2281"
"SARDEGNA";"Oristano";"A";"Concessioni televisive nazionali";131968;65333;"63426";"31370";"22479";37814;"2401"
"SARDEGNA";"Oristano";"8";"Legge elettorale comuni";131968;65333;"62548";"30900";"27949";25472;"7723"
"SARDEGNA";"Oristano";"E";"Raccolta pubblicita' radiotelevisiva";131968;65333;"63406";"31354";"22374";37682;"2449"
"SARDEGNA";"Oristano";"9";"Orari esercizi commerciali";131968;65333;"62607";"30892";"20627";34693;"5981"
"SARDEGNA";"Oristano";"7";"Trattenute contributi sindacali";131968;65333;"62599";"30931";"31497";23108;"6598"
"SARDEGNA";"Oristano";"1";"Rappresentanze sindacali (richiesta massimale)";131968;65333;"62506";"30896";"28534";25544;"6914"
"SARDEGNA";"Oristano";"5";"Privatizzazione RAI";131968;65333;"62626";"30963";"25268";29511;"6434"
"SARDEGNA";"Oristano";"4";"Soggiorno cautelare";131968;65333;"62644";"30850";"29003";23714;"8000"
"SARDEGNA";"Oristano";"3";"Contrattazione pubblico impiego";131968;65333;"62420";"30850";"32371";20632;"8014"
"SARDEGNA";"Oristano";"2";"Rappresentanze sindacali (richiesta minimale)";131968;65333;"62446";"30856";"31255";21934;"7747"
"SARDEGNA";"Oristano";"6";"Autorizzazione al commercio";131968;65333;"62569";"30850";"18951";35054;"7094"
"PIEMONTE";"Biella";"E";"Raccolta pubblicita' radiotelevisiva";163253;77014;"110652";"53463";"40560";62590;"3965"
"PIEMONTE";"Biella";"A";"Concessioni televisive nazionali";163253;77014;"109621";"52917";"40819";63438;"3736"
"PIEMONTE";"Biella";"1";"Rappresentanze sindacali (richiesta massimale)";163253;77014;"109071";"52621";"48263";47227;"10195"
"PIEMONTE";"Biella";"8";"Legge elettorale comuni";163253;77014;"109504";"52624";"52473";42196;"11332"
"PIEMONTE";"Biella";"D";"Interruzioni pubblicitarie";163253;77014;"110804";"53515";"42574";61980;"3551"
"PIEMONTE";"Biella";"7";"Trattenute contributi sindacali";163253;77014;"108891";"52580";"56837";39456;"9763"
"PIEMONTE";"Biella";"5";"Privatizzazione RAI";163253;77014;"109563";"52921";"59123";38126;"9034"
"PIEMONTE";"Biella";"4";"Soggiorno cautelare";163253;77014;"109546";"52848";"71952";24394;"9994"
"PIEMONTE";"Biella";"3";"Contrattazione pubblico impiego";163253;77014;"108980";"52579";"57049";36014;"11958"
"PIEMONTE";"Biella";"2";"Rappresentanze sindacali (richiesta minimale)";163253;77014;"109024";"52573";"54945";39095;"11238"
"PIEMONTE";"Biella";"6";"Autorizzazione al commercio";163253;77014;"109314";"52715";"34199";59894;"10958"
"PIEMONTE";"Biella";"9";"Orari esercizi commerciali";163253;77014;"109518";"52819";"39631";57472;"9167"
"CALABRIA";"Crotone";"4";"Soggiorno cautelare";144595;71306;"43288";"23458";"15840";18631;"7694"
"CALABRIA";"Crotone";"2";"Rappresentanze sindacali (richiesta minimale)";144595;71306;"43308";"23522";"19080";15639;"7475"
"CALABRIA";"Crotone";"9";"Orari esercizi commerciali";144595;71306;"43328";"23529";"14282";21523;"6560"
"CALABRIA";"Crotone";"7";"Trattenute contributi sindacali";144595;71306;"43364";"23561";"18573";16877;"6926"
"CALABRIA";"Crotone";"1";"Rappresentanze sindacali (richiesta massimale)";144595;71306;"43324";"23536";"16910";18449;"6832"
"CALABRIA";"Crotone";"A";"Concessioni televisive nazionali";144595;71306;"43734";"23775";"15907";24721;"2307"
"CALABRIA";"Crotone";"8";"Legge elettorale comuni";144595;71306;"43361";"23558";"16593";18397;"7315"
"CALABRIA";"Crotone";"5";"Privatizzazione RAI";144595;71306;"43357";"23556";"15544";20091;"6641"
"CALABRIA";"Crotone";"3";"Contrattazione pubblico impiego";144595;71306;"43310";"23523";"19935";14696;"7607"
"CALABRIA";"Crotone";"E";"Raccolta pubblicita' radiotelevisiva";144595;71306;"43725";"23770";"15505";25143;"2257"
"CALABRIA";"Crotone";"D";"Interruzioni pubblicitarie";144595;71306;"43731";"23771";"15998";24782;"2265"
"CALABRIA";"Crotone";"6";"Autorizzazione al commercio";144595;71306;"43317";"23524";"14046";20852;"7308"
"LOMBARDIA";"Lecco";"7";"Trattenute contributi sindacali";246878;118152;"164263";"79867";"83053";68056;"10922"
"LOMBARDIA";"Lecco";"1";"Rappresentanze sindacali (richiesta massimale)";246878;118152;"164183";"79780";"70655";79243;"11322"
"LOMBARDIA";"Lecco";"E";"Raccolta pubblicita' radiotelevisiva";246878;118152;"166232";"80856";"72394";87791;"4523"
"LOMBARDIA";"Lecco";"8";"Legge elettorale comuni";246878;118152;"164185";"79753";"76151";72065;"13534"
"LOMBARDIA";"Lecco";"D";"Interruzioni pubblicitarie";246878;118152;"166381";"80922";"74086";86905;"3986"
"LOMBARDIA";"Lecco";"A";"Concessioni televisive nazionali";246878;118152;"166407";"80946";"70484";90067;"4193"
"LOMBARDIA";"Lecco";"6";"Autorizzazione al commercio";246878;118152;"163876";"79542";"52305";96247;"12845"
"LOMBARDIA";"Lecco";"5";"Privatizzazione RAI";246878;118152;"164529";"79942";"92333";59750;"10240"
"LOMBARDIA";"Lecco";"4";"Soggiorno cautelare";246878;118152;"164156";"79727";"110526";38804;"12565"
"LOMBARDIA";"Lecco";"3";"Contrattazione pubblico impiego";246878;118152;"163472";"79398";"86498";60672;"13672"
"LOMBARDIA";"Lecco";"2";"Rappresentanze sindacali (richiesta minimale)";246878;118152;"163557";"79460";"83107";65055;"12813"
"LOMBARDIA";"Lecco";"9";"Orari esercizi commerciali";246878;118152;"164179";"79698";"58756";92442;"10818"
"LOMBARDIA";"Lodi";"A";"Concessioni televisive nazionali";155833;75079;"110061";"53851";"41353";64470;"2966"
"LOMBARDIA";"Lodi";"D";"Interruzioni pubblicitarie";155833;75079;"109836";"53824";"43220";62831;"2881"
"LOMBARDIA";"Lodi";"1";"Rappresentanze sindacali (richiesta massimale)";155833;75079;"108286";"52982";"48894";47803;"9461"
"LOMBARDIA";"Lodi";"E";"Raccolta pubblicita' radiotelevisiva";155833;75079;"109897";"53814";"42129";63359;"3137"
"LOMBARDIA";"Lodi";"9";"Orari esercizi commerciali";155833;75079;"108435";"53042";"33189";64574;"8950"
"LOMBARDIA";"Lodi";"8";"Legge elettorale comuni";155833;75079;"108476";"53071";"49339";46566;"10590"
"LOMBARDIA";"Lodi";"6";"Autorizzazione al commercio";155833;75079;"108313";"52951";"31194";64784;"10264"
"LOMBARDIA";"Lodi";"5";"Privatizzazione RAI";155833;75079;"108802";"53130";"59844";38620;"8485"
"LOMBARDIA";"Lodi";"4";"Soggiorno cautelare";155833;75079;"108475";"53110";"65638";27884;"12783"
"LOMBARDIA";"Lodi";"3";"Contrattazione pubblico impiego";155833;75079;"108137";"52848";"62413";33459;"10642"
"LOMBARDIA";"Lodi";"2";"Rappresentanze sindacali (richiesta minimale)";155833;75079;"108175";"52826";"60130";35778;"10191"
"LOMBARDIA";"Lodi";"7";"Trattenute contributi sindacali";155833;75079;"108506";"53094";"54246";43164;"9183"
"TOSCANA";"Prato";"D";"Interruzioni pubblicitarie";183477;88386;"117618";"58372";"64357";50296;"2002"
"TOSCANA";"Prato";"3";"Contrattazione pubblico impiego";183477;88386;"115135";"57065";"74642";29569;"9246"
"TOSCANA";"Prato";"4";"Soggiorno cautelare";183477;88386;"115329";"57176";"66819";34377;"11973"
"TOSCANA";"Prato";"5";"Privatizzazione RAI";183477;88386;"115928";"57482";"64659";43674;"6343"
"TOSCANA";"Prato";"6";"Autorizzazione al commercio";183477;88386;"115381";"57156";"32405";72855;"8282"
"TOSCANA";"Prato";"8";"Legge elettorale comuni";183477;88386;"115843";"57443";"46284";59517;"8197"
"TOSCANA";"Prato";"A";"Concessioni televisive nazionali";183477;88386;"117543";"58332";"61916";52369;"2166"
"TOSCANA";"Prato";"9";"Orari esercizi commerciali";183477;88386;"115536";"57256";"36127";70901;"6895"
"TOSCANA";"Prato";"E";"Raccolta pubblicita' radiotelevisiva";183477;88386;"117602";"58382";"60297";51682;"2379"
"TOSCANA";"Prato";"1";"Rappresentanze sindacali (richiesta massimale)";183477;88386;"115327";"57163";"44800";60665;"7979"
"TOSCANA";"Prato";"2";"Rappresentanze sindacali (richiesta minimale)";183477;88386;"115201";"57141";"71231";32938;"8916"
"TOSCANA";"Prato";"7";"Trattenute contributi sindacali";183477;88386;"115683";"57373";"50894";55754;"7611"
"EMILIA ROMAGNA";"Rimini";"2";"Rappresentanze sindacali (richiesta minimale)";225002;108481;"145441";"72680";"88148";43192;"11923"
"EMILIA ROMAGNA";"Rimini";"3";"Contrattazione pubblico impiego";225002;108481;"145441";"72641";"91877";39172;"12211"
"EMILIA ROMAGNA";"Rimini";"4";"Soggiorno cautelare";225002;108481;"145681";"72786";"88409";38797;"15926"
"EMILIA ROMAGNA";"Rimini";"5";"Privatizzazione RAI";225002;108481;"146078";"72985";"87041";47733;"9413"
"EMILIA ROMAGNA";"Rimini";"6";"Autorizzazione al commercio";225002;108481;"145756";"72828";"42386";89314;"12038"
"EMILIA ROMAGNA";"Rimini";"8";"Legge elettorale comuni";225002;108481;"145982";"72948";"58379";73188;"12381"
"EMILIA ROMAGNA";"Rimini";"A";"Concessioni televisive nazionali";225002;108481;"148138";"74068";"76773";66720;"3168"
"EMILIA ROMAGNA";"Rimini";"7";"Trattenute contributi sindacali";225002;108481;"145926";"72962";"67976";65954;"10171"
"EMILIA ROMAGNA";"Rimini";"9";"Orari esercizi commerciali";225002;108481;"145992";"72983";"43905";90986;"9311"
"EMILIA ROMAGNA";"Rimini";"D";"Interruzioni pubblicitarie";225002;108481;"148121";"74052";"78656";65220;"3082"
"EMILIA ROMAGNA";"Rimini";"E";"Raccolta pubblicita' radiotelevisiva";225002;108481;"148065";"74016";"77187";65971;"3520"
"EMILIA ROMAGNA";"Rimini";"1";"Rappresentanze sindacali (richiesta massimale)";225002;108481;"145519";"72768";"57701";74779;"10825"
"PIEMONTE";"Verbano Cusio Ossola";"7";"Trattenute contributi sindacali";136574;65520;"84153";"41135";"45609";30340;"6392"
"PIEMONTE";"Verbano Cusio Ossola";"E";"Raccolta pubblicita' radiotelevisiva";136574;65520;"85211";"41651";"31747";50547;"2031"
"PIEMONTE";"Verbano Cusio Ossola";"A";"Concessioni televisive nazionali";136574;65520;"85258";"41679";"31392";51072;"1945"
"PIEMONTE";"Verbano Cusio Ossola";"9";"Orari esercizi commerciali";136574;65520;"84129";"41274";"35223";40973;"5998"
"PIEMONTE";"Verbano Cusio Ossola";"D";"Interruzioni pubblicitarie";136574;65520;"85257";"41677";"32556";50153;"1741"
"PIEMONTE";"Verbano Cusio Ossola";"6";"Autorizzazione al commercio";136574;65520;"84038";"41049";"30567";44242;"7097"
"PIEMONTE";"Verbano Cusio Ossola";"5";"Privatizzazione RAI";136574;65520;"84279";"41190";"46107";30568;"5808"
"PIEMONTE";"Verbano Cusio Ossola";"4";"Soggiorno cautelare";136574;65520;"84117";"41101";"53486";21436;"7029"
"PIEMONTE";"Verbano Cusio Ossola";"3";"Contrattazione pubblico impiego";136574;65520;"83886";"40976";"47030";26416;"8001"
"PIEMONTE";"Verbano Cusio Ossola";"2";"Rappresentanze sindacali (richiesta minimale)";136574;65520;"83890";"40985";"45040";28759;"8300"
"PIEMONTE";"Verbano Cusio Ossola";"1";"Rappresentanze sindacali (richiesta massimale)";136574;65520;"83933";"41013";"38664";36071;"7355"
"PIEMONTE";"Verbano Cusio Ossola";"8";"Legge elettorale comuni";136574;65520;"84162";"41131";"41940";33094;"7239"
"CALABRIA";"Vibo Valentia";"1";"Rappresentanze sindacali (richiesta massimale)";155725;76654;"52180";"27304";"20014";21161;"9163"
"CALABRIA";"Vibo Valentia";"E";"Raccolta pubblicita' radiotelevisiva";155725;76654;"52160";"27314";"16388";30480;"4343"
"CALABRIA";"Vibo Valentia";"D";"Interruzioni pubblicitarie";155725;76654;"52402";"27437";"16913";30002;"4308"
"CALABRIA";"Vibo Valentia";"9";"Orari esercizi commerciali";155725;76654;"51908";"27172";"15522";26206;"8691"
"CALABRIA";"Vibo Valentia";"7";"Trattenute contributi sindacali";155725;76654;"51952";"27170";"21661";19629;"9226"
"CALABRIA";"Vibo Valentia";"A";"Concessioni televisive nazionali";155725;76654;"52337";"27445";"16372";30271;"4461"
"CALABRIA";"Vibo Valentia";"8";"Legge elettorale comuni";155725;76654;"51910";"27169";"20029";20819;"9398"
"CALABRIA";"Vibo Valentia";"6";"Autorizzazione al commercio";155725;76654;"51879";"27155";"15052";25438;"9805"
"CALABRIA";"Vibo Valentia";"5";"Privatizzazione RAI";155725;76654;"51909";"27170";"16530";25103;"8897"
"CALABRIA";"Vibo Valentia";"4";"Soggiorno cautelare";155725;76654;"52004";"27298";"18732";21578;"9900"
"CALABRIA";"Vibo Valentia";"2";"Rappresentanze sindacali (richiesta minimale)";155725;76654;"51854";"27142";"21404";19060;"9831"
"CALABRIA";"Vibo Valentia";"3";"Contrattazione pubblico impiego";155725;76654;"51868";"27149";"22112";18035;"10022"
