"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SCHEDE_BIANCHE"
"TRENTINO-ALTO ADIGE";"TRENTO";"1";"Responsabilita' civile del giudice";360535;173238;"251170";"123913";"163795";49631;"26938"
"TRENTINO-ALTO ADIGE";"TRENTO";"2";"Commissione inquirente";360535;173238;"251232";"123936";"178918";35629;"26327"
"TRENTINO-ALTO ADIGE";"TRENTO";"3";"Localizzazione centrali nucleari";360535;173238;"251240";"123955";"172130";43415;"25767"
"TRENTINO-ALTO ADIGE";"TRENTO";"4";"Contributi enti locali";360535;173238;"251166";"124106";"168039";45620;"27309"
"TRENTINO-ALTO ADIGE";"TRENTO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";360535;173238;"251270";"123937";"152308";64354;"24494"
"FRIULI-VENEZIA GIULIA";"UDINE";"1";"Responsabilita' civile del giudice";444516;215636;"318790";"161441";"223122";58846;"22780"
"FRIULI-VENEZIA GIULIA";"UDINE";"2";"Commissione inquirente";444516;215636;"317863";"160944";"237661";45511;"22229"
"FRIULI-VENEZIA GIULIA";"UDINE";"3";"Localizzazione centrali nucleari";444516;215636;"317899";"161019";"220703";62295;"22303"
"FRIULI-VENEZIA GIULIA";"UDINE";"4";"Contributi enti locali";444516;215636;"317783";"160821";"215569";65495;"23769"
"FRIULI-VENEZIA GIULIA";"UDINE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";444516;215636;"317987";"161021";"189706";94608;"21138"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"1";"Responsabilita' civile del giudice";234950;107719;"144086";"69383";"102213";29867;"7864"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"2";"Commissione inquirente";234950;107719;"144156";"69420";"110248";22342;"7543"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"3";"Localizzazione centrali nucleari";234950;107719;"144126";"69492";"95147";37404;"7597"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"4";"Contributi enti locali";234950;107719;"144131";"69395";"93210";38747;"8164"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";234950;107719;"144160";"69421";"85497";47532;"7227"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"1";"Responsabilita' civile del giudice";236083;114540;"160705";"81451";"112146";28911;"12737"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"2";"Commissione inquirente";236083;114540;"160749";"81486";"118867";22781;"12358"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"3";"Localizzazione centrali nucleari";236083;114540;"160693";"81450";"111261";30623;"12229"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"4";"Contributi enti locali";236083;114540;"160680";"81436";"109014";31815;"12977"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";236083;114540;"160697";"81449";"98644";43914;"11125"
"SICILIA";"CALTANISSETTA";"4";"Contributi enti locali";249670;121956;"130822";"66312";"89831";19502;"12723"
"SARDEGNA";"ORISTANO";"2";"Commissione inquirente";123510;61373;"73018";"37144";"54323";9187;"5560"
"SARDEGNA";"ORISTANO";"3";"Localizzazione centrali nucleari";123510;61373;"73181";"37206";"52590";10671;"5697"
"SARDEGNA";"ORISTANO";"4";"Contributi enti locali";123510;61373;"72993";"37123";"51406";11462;"6051"
"SARDEGNA";"ORISTANO";"5";"Divieto partecipazione dell'ENEL a impianti nucleari all'estero";123510;61373;"72996";"37126";"47756";15912;"5288"
"PIEMONTE";"ALESSANDRIA";"3";"Localizzazione centrali nucleari";381803;180288;"270490";"135251";"188994";44832;"24871"
"PIEMONTE";"ALESSANDRIA";"1";"Responsabilita' civile del giudice";381803;180288;"270449";"135218";"189182";43206;"26116"
"SARDEGNA";"ORISTANO";"1";"Responsabilita' civile del giudice";123510;61373;"73011";"37135";"52576";10643;"5652"
