"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SKBIANCHE";"NUMVOTISI";"NUMVOTINO"
"VENETO";"VICENZA";"6";"Licenziamenti";651878;315475;"226423";"111266";"11467";"79275";132298
"LAZIO";"VITERBO";"1";"Rimborso spese per consultazioni elettorali e referendarie";244341;118215;"79121";"40429";"6615";"55056";15164
"LAZIO";"VITERBO";"5";"Incarichi extragiudiziari dei magistrati";244341;118215;"78560";"40096";"8804";"54983";12275
"LAZIO";"VITERBO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";244341;118215;"79884";"40821";"6056";"61650";9672
"LAZIO";"VITERBO";"3";"Elezione del Consiglio Superiore della Magistratura";244341;118215;"78298";"39945";"10955";"50387";13952
"LAZIO";"VITERBO";"4";"Ordinamento giudiziario";244341;118215;"78467";"40048";"9676";"51171";14920
"LAZIO";"VITERBO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";244341;118215;"78770";"40203";"8155";"49700";18524
"LAZIO";"VITERBO";"6";"Licenziamenti";244341;118215;"79508";"40573";"5383";"30714";41368
"FRIULI VENEZIA G.";"TRIESTE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";223198;103505;"73320";"35741";"4807";"45158";21762
"FRIULI VENEZIA G.";"TRIESTE";"6";"Licenziamenti";223198;103505;"74311";"36241";"2885";"25515";44674
"FRIULI VENEZIA G.";"TRIESTE";"5";"Incarichi extragiudiziari dei magistrati";223198;103505;"72592";"35358";"5764";"51984";12995
"FRIULI VENEZIA G.";"TRIESTE";"1";"Rimborso spese per consultazioni elettorali e referendarie";223198;103505;"73538";"35843";"3811";"52962";15215
"FRIULI VENEZIA G.";"TRIESTE";"4";"Ordinamento giudiziario";223198;103505;"72437";"35281";"6585";"47107";16640
"FRIULI VENEZIA G.";"TRIESTE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";223198;103505;"74246";"36205";"4189";"57210";11009
"FRIULI VENEZIA G.";"TRIESTE";"3";"Elezione del Consiglio Superiore della Magistratura";223198;103505;"72091";"35110";"8150";"46223";15213
"FRIULI VENEZIA G.";"PORDENONE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";258842;125358;"85170";"43036";"5335";"49259";28474
"FRIULI VENEZIA G.";"PORDENONE";"5";"Incarichi extragiudiziari dei magistrati";258842;125358;"84198";"42532";"7009";"60194";14504
"FRIULI VENEZIA G.";"PORDENONE";"4";"Ordinamento giudiziario";258842;125358;"84019";"42439";"8082";"55959";17184
"FRIULI VENEZIA G.";"PORDENONE";"3";"Elezione del Consiglio Superiore della Magistratura";258842;125358;"83781";"42298";"9764";"53757";17008
"FRIULI VENEZIA G.";"PORDENONE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";258842;125358;"85429";"43195";"6375";"62724";13623
"FRIULI VENEZIA G.";"PORDENONE";"1";"Rimborso spese per consultazioni elettorali e referendarie";258842;125358;"84844";"42877";"5459";"59288";17752
"FRIULI VENEZIA G.";"PORDENONE";"6";"Licenziamenti";258842;125358;"85940";"43415";"3365";"33593";47312
"MOLISE";"ISERNIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";88375;43228;"21695";"11543";"2643";"15182";3048
"MOLISE";"ISERNIA";"5";"Incarichi extragiudiziari dei magistrati";88375;43228;"21588";"11468";"2885";"14685";3201
"MOLISE";"ISERNIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";88375;43228;"21587";"11473";"2780";"12803";5030
"MOLISE";"ISERNIA";"3";"Elezione del Consiglio Superiore della Magistratura";88375;43228;"21548";"11445";"3547";"13460";3632
"MOLISE";"ISERNIA";"4";"Ordinamento giudiziario";88375;43228;"21582";"11465";"3148";"13737";3811
"MOLISE";"ISERNIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";88375;43228;"21654";"11514";"2297";"14611";3863
"MOLISE";"ISERNIA";"6";"Licenziamenti";88375;43228;"21657";"11514";"1834";"7834";11230
"SARDEGNA";"ORISTANO";"3";"Elezione del Consiglio Superiore della Magistratura";135514;66785;"34590";"17371";"3715";"24191";5535
"SARDEGNA";"ORISTANO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";135514;66785;"34961";"17590";"2209";"27580";4226
"SARDEGNA";"ORISTANO";"1";"Rimborso spese per consultazioni elettorali e referendarie";135514;66785;"34798";"17499";"1959";"26311";5695
"SARDEGNA";"ORISTANO";"4";"Ordinamento giudiziario";135514;66785;"34648";"17402";"3130";"24552";5978
"SARDEGNA";"ORISTANO";"5";"Incarichi extragiudiziari dei magistrati";135514;66785;"34654";"17410";"2775";"26202";4764
"SARDEGNA";"ORISTANO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";135514;66785;"34712";"17440";"2493";"23120";8215
"SARDEGNA";"ORISTANO";"6";"Licenziamenti";135514;66785;"34865";"17511";"1691";"13594";18861
"PIEMONTE";"BIELLA";"6";"Licenziamenti";164910;77894;"61728";"30256";"3007";"18876";38338
"PIEMONTE";"BIELLA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";164910;77894;"61111";"29959";"6318";"41283";10884
"PIEMONTE";"BIELLA";"5";"Incarichi extragiudiziari dei magistrati";164910;77894;"60235";"29494";"7641";"36929";13087
"PIEMONTE";"BIELLA";"3";"Elezione del Consiglio Superiore della Magistratura";164910;77894;"59982";"29367";"9657";"33511";13679
"PIEMONTE";"BIELLA";"4";"Ordinamento giudiziario";164910;77894;"60095";"29424";"8763";"34540";13968
"PIEMONTE";"BIELLA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";164910;77894;"61170";"29956";"5098";"30108";24084
"PIEMONTE";"BIELLA";"1";"Rimborso spese per consultazioni elettorali e referendarie";164910;77894;"60838";"29824";"5663";"37743";15100
"CALABRIA";"CROTONE";"3";"Elezione del Consiglio Superiore della Magistratura";145678;71578;"24147";"13802";"3271";"16065";3882
"CALABRIA";"CROTONE";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";145678;71578;"24177";"13817";"2653";"15310";5374
"CALABRIA";"CROTONE";"4";"Ordinamento giudiziario";145678;71578;"24167";"13810";"3027";"16164";4112
"CALABRIA";"CROTONE";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";145678;71578;"24254";"13867";"2306";"18214";2914
"CALABRIA";"CROTONE";"1";"Rimborso spese per consultazioni elettorali e referendarie";145678;71578;"24204";"13840";"2414";"16724";4224
"CALABRIA";"CROTONE";"6";"Licenziamenti";145678;71578;"24221";"13847";"2024";"9923";11542
"CALABRIA";"CROTONE";"5";"Incarichi extragiudiziari dei magistrati";145678;71578;"24176";"13816";"2808";"16873";3694
"LOMBARDIA";"LECCO";"6";"Licenziamenti";255574;122940;"82745";"40751";"3674";"22751";54454
"LOMBARDIA";"LECCO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";255574;122940;"81751";"40353";"7951";"53474";17218
"LOMBARDIA";"LECCO";"3";"Elezione del Consiglio Superiore della Magistratura";255574;122940;"79935";"39378";"12047";"41550";22968
"LOMBARDIA";"LECCO";"4";"Ordinamento giudiziario";255574;122940;"80232";"39537";"10278";"43609";23579
"LOMBARDIA";"LECCO";"5";"Incarichi extragiudiziari dei magistrati";255574;122940;"80315";"39570";"9287";"47737";20531
"LOMBARDIA";"LECCO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";255574;122940;"81885";"40440";"5754";"37244";36424
"LOMBARDIA";"LECCO";"1";"Rimborso spese per consultazioni elettorali e referendarie";255574;122940;"81107";"40004";"6954";"41088";23381
"LOMBARDIA";"LODI";"1";"Rimborso spese per consultazioni elettorali e referendarie";163491;78675;"55298";"27729";"5212";"31752";16482
"LOMBARDIA";"LODI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";163491;78675;"55617";"27906";"5326";"36938";11279
"LOMBARDIA";"LODI";"3";"Elezione del Consiglio Superiore della Magistratura";163491;78675;"54763";"27427";"8487";"28445";15435
"LOMBARDIA";"LODI";"4";"Ordinamento giudiziario";163491;78675;"54848";"27471";"7215";"28723";16711
"LOMBARDIA";"LODI";"5";"Incarichi extragiudiziari dei magistrati";163491;78675;"54909";"27500";"6792";"31880";14083
"LOMBARDIA";"LODI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";163491;78675;"55491";"27829";"5103";"26163";22427
"LOMBARDIA";"LODI";"6";"Licenziamenti";163491;78675;"56013";"28105";"2883";"14770";37049
"TOSCANA";"PRATO";"3";"Elezione del Consiglio Superiore della Magistratura";187449;90256;"74187";"37164";"9879";"40175";21300
"TOSCANA";"PRATO";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";187449;90256;"76120";"38262";"4203";"59941";9902
"TOSCANA";"PRATO";"1";"Rimborso spese per consultazioni elettorali e referendarie";187449;90256;"75091";"37670";"5711";"43872";23559
"TOSCANA";"PRATO";"6";"Licenziamenti";187449;90256;"76088";"38188";"3201";"23518";47805
"TOSCANA";"PRATO";"4";"Ordinamento giudiziario";187449;90256;"74397";"37292";"8156";"40413";23570
"TOSCANA";"PRATO";"5";"Incarichi extragiudiziari dei magistrati";187449;90256;"74503";"37336";"7781";"45022";19643
"TOSCANA";"PRATO";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";187449;90256;"75100";"37650";"6200";"38441";28507
"EMILIA-ROMAGNA";"RIMINI";"6";"Licenziamenti";232062;111739;"94816";"48051";"4303";"30371";58637
"EMILIA-ROMAGNA";"RIMINI";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";232062;111739;"95047";"48325";"5533";"74086";13210
"EMILIA-ROMAGNA";"RIMINI";"3";"Elezione del Consiglio Superiore della Magistratura";232062;111739;"93334";"47366";"9972";"47471";33451
"EMILIA-ROMAGNA";"RIMINI";"4";"Ordinamento giudiziario";232062;111739;"93497";"47450";"8787";"48777";33775
"EMILIA-ROMAGNA";"RIMINI";"5";"Incarichi extragiudiziari dei magistrati";232062;111739;"93606";"47504";"8026";"53089";30537
"EMILIA-ROMAGNA";"RIMINI";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";232062;111739;"93957";"47707";"6959";"46715";38400
"EMILIA-ROMAGNA";"RIMINI";"1";"Rimborso spese per consultazioni elettorali e referendarie";232062;111739;"94077";"47802";"6459";"52212";33502
"PIEMONTE";"VERB.-CUS.OSSOLA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";144021;69024;"41774";"21160";"3455";"21936";15178
"PIEMONTE";"VERB.-CUS.OSSOLA";"6";"Licenziamenti";144021;69024;"42044";"21316";"2018";"13704";25357
"PIEMONTE";"VERB.-CUS.OSSOLA";"5";"Incarichi extragiudiziari dei magistrati";144021;69024;"41229";"20867";"4399";"26845";8501
"PIEMONTE";"VERB.-CUS.OSSOLA";"4";"Ordinamento giudiziario";144021;69024;"41213";"20864";"4805";"24408";10415
"PIEMONTE";"VERB.-CUS.OSSOLA";"3";"Elezione del Consiglio Superiore della Magistratura";144021;69024;"41089";"20793";"5731";"23878";9591
"PIEMONTE";"VERB.-CUS.OSSOLA";"1";"Rimborso spese per consultazioni elettorali e referendarie";144021;69024;"41533";"21038";"3358";"26372";10508
"PIEMONTE";"VERB.-CUS.OSSOLA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";144021;69024;"41692";"21135";"3637";"29389";7157
"CALABRIA";"VIBO VALENTIA";"4";"Ordinamento giudiziario";152597;75107;"29624";"16084";"4550";"18467";5307
"CALABRIA";"VIBO VALENTIA";"6";"Licenziamenti";152597;75107;"29782";"16177";"3248";"10287";15086
"CALABRIA";"VIBO VALENTIA";"5";"Incarichi extragiudiziari dei magistrati";152597;75107;"29640";"16096";"4231";"19550";4607
"CALABRIA";"VIBO VALENTIA";"2";"Elezione Camera dei Deputati (abolizione del voto di lista)";152597;75107;"29818";"16207";"3739";"20707";4110
"CALABRIA";"VIBO VALENTIA";"3";"Elezione del Consiglio Superiore della Magistratura";152597;75107;"29580";"16061";"4856";"18365";5024
"CALABRIA";"VIBO VALENTIA";"1";"Rimborso spese per consultazioni elettorali e referendarie";152597;75107;"29703";"16137";"3788";"19336";5306
"CALABRIA";"VIBO VALENTIA";"7";"Trattenute associative e sindacali tramite gli enti previdenziali";152597;75107;"29642";"16105";"4058";"17506";6791
