"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SCHEDE_BIANCHE"
"LOMBARDIA";"SONDRIO";"2";"Accesso dei cacciatori a fondi privati";143769;70230;"51129";"24800";"43097";4801;"2308"
"LOMBARDIA";"SONDRIO";"3";"Uso dei pesticidi";143769;70230;"51233";"24852";"43375";4698;"2220"
"PUGLIA";"TARANTO";"3";"Uso dei pesticidi";449958;218081;"185357";"94317";"174728";11765;"3907"
"PUGLIA";"TARANTO";"1";"Disciplina della caccia";449958;218081;"185337";"94291";"168224";10234;"4293"
"PUGLIA";"TARANTO";"2";"Accesso dei cacciatori a fondi privati";449958;218081;"185374";"94322";"169058";10153;"3786"
"ABRUZZI";"TERAMO";"2";"Accesso dei cacciatori a fondi privati";238111;116956;"103680";"51393";"90381";7349;"3764"
"ABRUZZI";"TERAMO";"1";"Disciplina della caccia";238111;116956;"103637";"51383";"90303";7056;"4102"
"ABRUZZI";"TERAMO";"3";"Uso dei pesticidi";238111;116956;"103837";"51511";"91287";6831;"3373"
"UMBRIA";"TERNI";"2";"Accesso dei cacciatori a fondi privati";187876;90053;"46057";"21927";"38688";4955;"1610"
"UMBRIA";"TERNI";"3";"Uso dei pesticidi";187876;90053;"47236";"22652";"42824";2721;"1073"
"UMBRIA";"TERNI";"1";"Disciplina della caccia";187876;90053;"46036";"21903";"39068";4273;"1827"
"PIEMONTE";"TORINO";"1";"Disciplina della caccia";1874795;900591;"1028007";"497080";"903221";85327;"24575"
"PIEMONTE";"TORINO";"2";"Accesso dei cacciatori a fondi privati";1874795;900591;"1029624";"497851";"912506";80607;"21064"
"PIEMONTE";"TORINO";"3";"Uso dei pesticidi";1874795;900591;"1031512";"498868";"936139";62011;"17909"
"SICILIA";"TRAPANI";"1";"Disciplina della caccia";351910;169202;"107879";"54754";"90906";9062;"4688"
"SICILIA";"TRAPANI";"2";"Accesso dei cacciatori a fondi privati";351910;169202;"107931";"54788";"91755";8755;"4295"
"SICILIA";"TRAPANI";"3";"Uso dei pesticidi";351910;169202;"108099";"53873";"91755";8755;"3885"
"TRENTINO-ALTO ADIGE";"TRENTO";"3";"Uso dei pesticidi";368223;177037;"189742";"90607";"168294";13463;"5925"
"TRENTINO-ALTO ADIGE";"TRENTO";"1";"Disciplina della caccia";368223;177037;"189631";"90591";"167215";13121;"6879"
"TRENTINO-ALTO ADIGE";"TRENTO";"2";"Accesso dei cacciatori a fondi privati";368223;177037;"189743";"90647";"169742";12095;"5744"
"VENETO";"TREVISO";"2";"Accesso dei cacciatori a fondi privati";609885;293410;"335961";"160814";"299072";24793;"8305"
"VENETO";"TREVISO";"3";"Uso dei pesticidi";609885;293410;"337214";"160994";"299543";24773;"8136"
"VENETO";"TREVISO";"1";"Disciplina della caccia";609885;293410;"335633";"160658";"295273";26409;"9909"
"FRIULI-VENEZIA GIULIA";"UDINE";"1";"Disciplina della caccia";457690;220309;"213923";"101976";"185073";19063;"6926"
"FRIULI-VENEZIA GIULIA";"UDINE";"2";"Accesso dei cacciatori a fondi privati";457690;220309;"214312";"102182";"186494";18769;"5936"
"FRIULI-VENEZIA GIULIA";"UDINE";"3";"Uso dei pesticidi";457690;220309;"214900";"102587";"191472";15398;"5157"
"LOMBARDIA";"VARESE";"3";"Uso dei pesticidi";647236;307834;"357321";"170723";"323511";21693;"7935"
"LOMBARDIA";"VARESE";"2";"Accesso dei cacciatori a fondi privati";647236;307834;"356868";"170322";"317452";26409;"8879"
"LOMBARDIA";"VARESE";"1";"Disciplina della caccia";647236;307834;"356694";"170185";"314074";27679;"10347"
"VENETO";"VENEZIA";"2";"Accesso dei cacciatori a fondi privati";690859;331966;"422342";"204191";"383036";26752;"7827"
"VENETO";"VENEZIA";"3";"Uso dei pesticidi";690859;331966;"423161";"204176";"386753";23787;"7470"
"VENETO";"VENEZIA";"1";"Disciplina della caccia";690859;331966;"422322";"203783";"381688";26759;"8942"
"PIEMONTE";"VERCELLI";"2";"Accesso dei cacciatori a fondi privati";321877;151481;"173702";"82624";"148483";15216;"7323"
"PIEMONTE";"VERCELLI";"3";"Uso dei pesticidi";321877;151481;"174136";"82866";"153268";12209;"6199"
"PIEMONTE";"VERCELLI";"1";"Disciplina della caccia";321877;151481;"173749";"82592";"147172";15789;"8196"
"VENETO";"VERONA";"2";"Accesso dei cacciatori a fondi privati";638913;306223;"324585";"153875";"288345";23417;"9305"
"VENETO";"VERONA";"3";"Uso dei pesticidi";638913;306223;"325032";"154106";"289872";22079;"9009"
"VENETO";"VERONA";"1";"Disciplina della caccia";638913;306223;"324585";"153875";"286548";23289;"10724"
"VENETO";"VICENZA";"3";"Uso dei pesticidi";609645;293690;"278109";"129919";"250480";17214;"7050"
"VENETO";"VICENZA";"2";"Accesso dei cacciatori a fondi privati";609645;293690;"276993";"129320";"240678";24205;"8548"
"VENETO";"VICENZA";"1";"Disciplina della caccia";609645;293690;"277118";"129395";"239136";23671;"9886"
"LAZIO";"VITERBO";"2";"Accesso dei cacciatori a fondi privati";224994;109116;"86017";"42060";"75006";6371;"3249"
"LAZIO";"VITERBO";"3";"Uso dei pesticidi";224994;109116;"86604";"42424";"75920";6301;"3084"
"LAZIO";"VITERBO";"1";"Disciplina della caccia";224994;109116;"85948";"42005";"74300";6324;"3766"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"3";"Uso dei pesticidi";233307;106765;"140804";"65109";"126450";9775;"2831"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"2";"Accesso dei cacciatori a fondi privati";233307;106765;"140906";"65138";"126784";9378;"2777"
"FRIULI-VENEZIA GIULIA";"TRIESTE";"1";"Disciplina della caccia";233307;106765;"140887";"65097";"125299";10333;"3231"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"2";"Accesso dei cacciatori a fondi privati";239691;115631;"116605";"56803";"100794";10850;"3202"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"3";"Uso dei pesticidi";239691;115631;"116862";"56962";"102637";9386;"3116"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"1";"Disciplina della caccia";239691;115631;"116540";"56780";"99843";11039;"3779"
"MOLISE";"ISERNIA";"3";"Uso dei pesticidi";87326;42449;"33003";"16574";"29017";2095;"1028"
"MOLISE";"ISERNIA";"1";"Disciplina della caccia";87326;42449;"32927";"16519";"28823";2137;"1146"
"MOLISE";"ISERNIA";"2";"Accesso dei cacciatori a fondi privati";87326;42449;"32950";"16534";"28940";2124;"1049"
"SARDEGNA";"ORISTANO";"3";"Uso dei pesticidi";125820;62394;"37618";"17816";"32438";3362;"1170"
"SARDEGNA";"ORISTANO";"1";"Disciplina della caccia";125820;62394;"37505";"17774";"32052";3377;"1364"
"SARDEGNA";"ORISTANO";"2";"Accesso dei cacciatori a fondi privati";125820;62394;"37526";"17761";"31728";3898;"1208"
